trip_id,pickup_time,drop_time,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,surge_fare
4978,01-04-2025 12:10,01-04-2025 13:02,3,7.11,252,119,3,16.95,3.73
4979,26-04-2025 04:35,26-04-2025 05:28,4,25.67,4,196,3,54.68,6.48
4980,26-04-2025 06:17,26-04-2025 07:13,3,7.99,141,65,3,18.74,5.99
4981,07-04-2025 10:25,07-04-2025 11:20,6,9.54,166,162,3,21.89,0.6
4982,06-04-2025 14:36,06-04-2025 15:15,1,25.11,254,85,3,53.54,8.48
4983,02-04-2025 21:37,02-04-2025 22:18,6,9.61,153,59,3,22.03,9.38
4984,01-04-2025 05:29,01-04-2025 05:36,5,12.6,67,150,3,28.11,7.8
4985,27-04-2025 01:33,27-04-2025 02:29,3,10.76,55,121,3,24.37,1.78
4986,28-04-2025 03:42,28-04-2025 03:47,3,3.93,96,255,3,10.49,1.72
4987,18-04-2025 22:26,18-04-2025 23:26,2,1.65,167,224,3,5.85,7.26
4988,25-04-2025 10:42,25-04-2025 11:33,1,21.87,62,55,3,46.95,4.41
4989,25-04-2025 22:02,25-04-2025 22:22,5,19.53,174,136,3,42.2,7.79
4990,04-04-2025 20:58,04-04-2025 21:55,3,8.83,253,190,3,20.45,0.75
4991,14-04-2025 20:48,14-04-2025 20:56,3,9.22,112,253,3,21.24,7.16
4992,10-04-2025 13:26,10-04-2025 13:35,5,28.38,215,84,3,60.18,4.24
4993,16-04-2025 15:34,16-04-2025 15:42,6,29.64,239,177,3,62.74,0.31
4994,10-04-2025 15:16,10-04-2025 15:29,6,14.47,227,94,3,31.91,5.45
4995,19-04-2025 18:43,19-04-2025 19:16,1,24.17,230,35,3,51.63,6.99
4996,30-04-2025 09:31,30-04-2025 09:47,2,22.23,233,212,3,47.68,5.28
4997,24-04-2025 07:50,24-04-2025 08:13,3,9.27,163,126,3,21.34,1.23
4998,07-04-2025 11:35,07-04-2025 11:42,2,2.23,126,230,3,7.03,8.16
4999,08-04-2025 07:48,08-04-2025 08:13,6,4.71,253,168,3,12.07,3.17
5000,09-04-2025 08:58,09-04-2025 09:25,6,25.23,199,14,3,53.78,9.21
5001,11-04-2025 01:09,11-04-2025 01:52,4,22.07,197,74,3,47.36,9.07
5002,29-04-2025 01:48,29-04-2025 02:34,1,20.1,122,52,3,43.35,2
5003,12-04-2025 12:03,12-04-2025 12:23,4,4.35,54,207,3,11.34,4.76
5004,09-04-2025 20:15,09-04-2025 20:38,4,19.38,135,43,3,41.89,1.37
5005,06-04-2025 05:11,06-04-2025 05:24,4,23.28,151,3,3,49.82,6.78
5006,09-04-2025 06:05,09-04-2025 06:48,1,25.89,100,95,3,55.12,8.52
5007,26-04-2025 19:38,26-04-2025 20:08,1,0.89,234,238,3,4.31,6.48
5008,03-04-2025 11:24,03-04-2025 11:59,5,20.69,32,167,3,44.55,2.6
5009,25-04-2025 23:29,26-04-2025 00:16,2,1.06,62,19,3,4.65,0.76
5010,21-04-2025 23:49,22-04-2025 00:01,2,21.35,196,207,3,45.89,0.69
5011,30-04-2025 08:09,30-04-2025 08:56,5,19.25,30,230,3,41.63,6.11
5012,26-04-2025 00:22,26-04-2025 00:31,5,4.88,243,214,3,12.42,9.53
5013,04-04-2025 07:53,04-04-2025 08:02,6,23.1,106,56,3,49.45,6.95
5014,14-04-2025 05:28,14-04-2025 05:49,4,2.52,133,132,3,7.62,7.31
5015,04-04-2025 01:34,04-04-2025 02:13,5,24.88,22,9,3,53.07,3.29
5016,12-04-2025 09:49,12-04-2025 10:07,3,8.23,156,231,3,19.23,5.86
5017,05-04-2025 11:15,05-04-2025 11:51,2,20.82,214,153,3,44.82,3.17
5018,09-04-2025 23:37,10-04-2025 00:27,5,27.75,226,190,3,58.9,9.02
5019,27-04-2025 10:09,27-04-2025 11:01,3,10.52,171,16,3,23.88,1.33
5020,23-04-2025 04:08,23-04-2025 05:05,3,15.34,42,203,3,33.68,6.32
5021,16-04-2025 01:22,16-04-2025 01:49,3,14.16,60,174,3,31.28,7.31
5022,17-04-2025 06:05,17-04-2025 07:04,6,5.15,77,168,3,12.97,6.98
5023,06-04-2025 20:02,06-04-2025 20:21,6,17.91,202,34,3,38.9,2.57
5024,30-04-2025 19:57,30-04-2025 20:30,3,22.42,220,229,3,48.07,4.86
5025,11-04-2025 16:10,11-04-2025 17:00,6,27.55,187,1,3,58.5,6.63
5026,05-04-2025 13:16,05-04-2025 13:40,4,25.6,96,115,3,54.53,9.31
5027,13-04-2025 23:26,13-04-2025 23:54,3,15.55,212,214,3,34.11,5
5028,29-04-2025 04:40,29-04-2025 05:34,4,21.71,262,254,3,46.63,3.01
5029,04-04-2025 04:14,04-04-2025 04:54,4,24.12,77,145,3,51.52,3.87
5030,09-04-2025 19:21,09-04-2025 19:44,3,15.06,31,47,3,33.11,5.41
5031,15-04-2025 11:06,15-04-2025 12:06,2,3.91,39,178,3,10.45,9.76
5032,23-04-2025 02:41,23-04-2025 03:27,3,13.42,214,213,3,29.78,6.28
5033,21-04-2025 12:13,21-04-2025 12:33,3,25.35,126,245,3,54.02,1.55
5034,15-04-2025 22:38,15-04-2025 23:16,6,18.1,165,253,3,39.29,8.43
5035,29-04-2025 01:12,29-04-2025 01:34,3,21.87,246,206,3,46.95,1.81
5036,14-04-2025 21:52,14-04-2025 22:17,2,5.97,109,72,3,14.63,0.39
5037,27-04-2025 14:04,27-04-2025 14:53,6,28.95,88,222,3,61.34,1
5038,07-04-2025 22:27,07-04-2025 23:06,1,12.42,200,215,3,27.74,7.86
5039,26-04-2025 17:44,26-04-2025 18:21,1,19.78,51,141,3,42.7,9.02
5040,26-04-2025 19:09,26-04-2025 19:20,4,1.06,198,156,3,4.65,2.68
5041,17-04-2025 14:07,17-04-2025 14:15,4,4.26,23,222,3,11.16,4.98
5042,15-04-2025 09:31,15-04-2025 09:58,2,23.57,153,231,3,50.41,5.97
5043,20-04-2025 11:49,20-04-2025 12:20,5,29.06,223,142,3,61.57,4.19
5044,08-04-2025 16:11,08-04-2025 17:01,1,9.94,221,75,3,22.7,0.65
5045,01-04-2025 05:16,01-04-2025 06:00,4,1.6,151,40,3,5.75,0.57
5046,15-04-2025 06:06,15-04-2025 06:42,1,11.15,73,70,3,25.16,4.4
5047,12-04-2025 04:53,12-04-2025 05:15,2,1.02,77,111,3,4.57,7.98
5048,11-04-2025 01:57,11-04-2025 02:07,2,6.18,32,234,3,15.06,0.85
5049,30-04-2025 03:57,30-04-2025 04:15,5,22.7,65,197,3,48.64,2.06
5050,20-04-2025 20:21,20-04-2025 20:34,5,28.14,18,199,3,59.7,2.7
5051,13-04-2025 14:12,13-04-2025 15:10,6,3.08,164,24,3,8.76,5.59
5052,17-04-2025 08:39,17-04-2025 09:17,2,16.96,54,147,3,36.97,0.43
5053,07-04-2025 02:41,07-04-2025 03:00,4,7.99,63,62,3,18.74,8.6
5054,16-04-2025 02:09,16-04-2025 02:33,1,4.6,257,67,3,11.85,4.71
5055,22-04-2025 20:14,22-04-2025 21:06,3,6.96,239,30,3,16.65,4.85
5056,22-04-2025 01:33,22-04-2025 02:13,5,17.54,9,107,3,38.15,3.27
5057,21-04-2025 06:26,21-04-2025 06:44,3,2.42,120,166,3,7.42,2.12
5058,17-04-2025 07:50,17-04-2025 08:02,4,13.31,90,121,3,29.55,3.64
5059,14-04-2025 21:39,14-04-2025 22:07,5,4.49,175,11,3,11.63,9.13
5060,23-04-2025 03:54,23-04-2025 04:45,3,8.54,3,72,3,19.86,0.94
5061,26-04-2025 02:34,26-04-2025 03:31,4,6.13,130,253,3,14.96,0.61
5062,05-04-2025 22:52,05-04-2025 23:47,1,26.55,54,119,3,56.46,1.14
5063,08-04-2025 23:59,09-04-2025 00:13,4,21.39,184,8,3,45.98,7.77
5064,30-04-2025 09:06,30-04-2025 09:13,6,26.12,224,215,3,55.59,0.48
5065,28-04-2025 14:35,28-04-2025 14:55,5,11.81,12,221,3,26.5,3.33
5066,04-04-2025 17:32,04-04-2025 18:21,2,9.75,195,80,3,22.32,4.25
5067,13-04-2025 18:30,13-04-2025 19:03,1,11.73,247,72,3,26.34,5.07
5068,07-04-2025 08:55,07-04-2025 09:41,3,1.05,154,200,3,4.63,0.03
5069,25-04-2025 12:18,25-04-2025 13:11,5,21.88,78,173,3,46.97,4.87
5070,09-04-2025 22:33,09-04-2025 23:07,2,10.82,140,234,3,24.49,1.95
5071,12-04-2025 23:31,12-04-2025 23:43,4,9.74,90,261,3,22.3,0.98
5072,29-04-2025 12:26,29-04-2025 12:32,2,18.15,144,145,3,39.39,5.33
5073,04-04-2025 11:31,04-04-2025 12:07,5,13.37,72,22,3,29.68,7.44
5074,04-04-2025 10:21,04-04-2025 11:19,5,29.43,177,78,3,62.32,9.35
5075,01-04-2025 20:20,01-04-2025 20:27,6,11.01,263,230,3,24.88,9.13
5076,24-04-2025 01:58,24-04-2025 02:20,6,18.61,105,160,3,40.33,3.99
5077,29-04-2025 17:54,29-04-2025 18:16,2,9.69,72,14,3,22.2,7.04
5078,02-04-2025 10:04,02-04-2025 10:46,4,29.72,74,236,3,62.91,6.96
5079,27-04-2025 11:34,27-04-2025 12:03,2,13.63,143,148,3,30.2,4.12
5080,27-04-2025 08:18,27-04-2025 08:42,5,19.21,62,150,3,41.55,0.98
5081,19-04-2025 10:30,19-04-2025 11:27,5,4.24,146,30,3,11.12,3.82
5082,27-04-2025 20:28,27-04-2025 20:38,3,22.12,46,161,3,47.46,9.92
5083,10-04-2025 16:23,10-04-2025 16:31,6,8.44,229,261,3,19.65,5.55
5084,02-04-2025 16:02,02-04-2025 16:24,3,13.73,105,18,3,30.41,3.41
5085,26-04-2025 02:29,26-04-2025 03:28,1,26.55,109,63,3,56.46,7.44
5086,12-04-2025 20:39,12-04-2025 21:23,5,29.13,121,135,3,61.71,6.86
5087,25-04-2025 17:36,25-04-2025 18:05,3,13.02,43,157,3,28.96,5.79
5088,25-04-2025 13:28,25-04-2025 14:04,2,25.13,99,57,3,53.58,6.37
5089,22-04-2025 11:39,22-04-2025 11:45,6,2.07,194,254,3,6.71,5.85
5090,30-04-2025 18:14,30-04-2025 19:14,6,25.5,214,187,3,54.33,9.56
5091,07-04-2025 18:20,07-04-2025 18:49,4,19.07,229,199,3,41.26,5.09
5092,17-04-2025 15:34,17-04-2025 16:03,2,14.92,185,171,3,32.83,5.9
5093,18-04-2025 20:42,18-04-2025 21:15,4,26.75,112,6,3,56.87,4.72
5094,11-04-2025 03:54,11-04-2025 04:01,3,25.44,102,256,3,54.21,6
5095,27-04-2025 20:00,27-04-2025 20:19,1,9.26,210,248,3,21.32,8.91
5096,14-04-2025 05:50,14-04-2025 06:08,2,23.85,227,219,3,50.98,3.4
5097,07-04-2025 02:14,07-04-2025 02:43,2,3.43,22,4,3,9.47,4.96
5098,22-04-2025 03:34,22-04-2025 03:50,2,24.77,248,1,3,52.85,4.49
5099,23-04-2025 19:21,23-04-2025 20:08,4,20.43,159,31,3,44.02,3.98
5100,24-04-2025 05:30,24-04-2025 06:02,3,3.09,229,117,3,8.78,8.21
5101,05-04-2025 02:54,05-04-2025 03:33,2,20.65,187,197,3,44.47,2.32
5102,19-04-2025 01:23,19-04-2025 01:31,2,17.63,143,177,3,38.33,5
5103,17-04-2025 13:26,17-04-2025 14:13,6,18.04,24,236,3,39.17,9.25
5104,23-04-2025 20:30,23-04-2025 20:54,1,9.08,141,79,3,20.96,1.61
5105,01-04-2025 11:34,01-04-2025 11:41,6,8.36,240,243,3,19.49,0.05
5106,11-04-2025 20:55,11-04-2025 21:34,6,22.99,82,205,3,49.23,2.65
5107,28-04-2025 22:41,28-04-2025 23:34,1,8.08,48,211,3,18.92,9.22
5108,08-04-2025 13:08,08-04-2025 13:35,3,13.66,171,91,3,30.26,0.88
5109,24-04-2025 09:34,24-04-2025 09:40,6,21,262,166,3,45.18,1.37
5110,07-04-2025 09:19,07-04-2025 10:02,3,2.85,68,161,3,8.29,3.2
5111,21-04-2025 07:23,21-04-2025 08:16,6,18.04,14,6,3,39.17,7.7
5112,08-04-2025 05:54,08-04-2025 06:20,5,17.89,30,141,3,38.86,7.51
5113,09-04-2025 03:40,09-04-2025 04:38,1,20.68,110,205,3,44.53,0.87
5114,26-04-2025 18:36,26-04-2025 18:57,6,11.41,212,20,3,25.69,9.34
5115,26-04-2025 18:01,26-04-2025 18:57,5,13.74,202,100,3,30.43,2.39
5116,07-04-2025 15:41,07-04-2025 16:34,4,10.23,84,165,3,23.29,2.81
5117,23-04-2025 00:06,23-04-2025 00:48,5,24.34,53,45,3,51.97,3.86
5118,17-04-2025 07:54,17-04-2025 08:12,2,4.35,256,227,3,11.34,6.34
5119,02-04-2025 20:08,02-04-2025 21:01,6,28.91,74,52,3,61.26,5.21
5120,10-04-2025 23:00,10-04-2025 23:06,5,19.23,220,146,3,41.59,9.29
5121,23-04-2025 04:38,23-04-2025 05:04,3,26.66,143,123,3,56.69,5.65
5122,11-04-2025 13:07,11-04-2025 13:58,4,13.07,100,207,3,29.07,8.57
5123,03-04-2025 20:39,03-04-2025 21:37,6,10.3,129,102,3,23.44,0.78
5124,13-04-2025 00:44,13-04-2025 01:28,2,27.07,219,129,3,57.52,8.56
5125,17-04-2025 19:31,17-04-2025 20:03,5,3.42,22,167,3,9.45,1.98
5126,11-04-2025 15:36,11-04-2025 16:36,4,3.95,178,202,3,10.53,3.63
5127,02-04-2025 22:45,02-04-2025 23:17,6,9.33,48,102,3,21.46,3.2
5128,10-04-2025 09:51,10-04-2025 10:46,4,28.81,117,71,3,61.06,3.37
5129,24-04-2025 13:40,24-04-2025 14:31,2,19.18,179,8,3,41.48,9.19
5130,17-04-2025 10:34,17-04-2025 11:26,5,16.85,179,162,3,36.75,4.42
5131,18-04-2025 15:54,18-04-2025 16:47,4,21.31,49,73,3,45.81,2.68
5132,22-04-2025 09:00,22-04-2025 09:08,4,12.82,255,27,3,28.56,2.94
5133,21-04-2025 16:35,21-04-2025 17:31,1,22.86,30,169,3,48.96,8.03
5134,03-04-2025 02:43,03-04-2025 02:54,4,12.1,85,263,3,27.09,5.39
5135,02-04-2025 19:35,02-04-2025 20:15,1,24.88,34,73,3,53.07,4.49
5136,30-04-2025 12:21,30-04-2025 12:50,5,8.39,98,209,3,19.55,9.27
5137,15-04-2025 17:58,15-04-2025 18:49,6,8.69,76,99,3,20.16,9.3
5138,05-04-2025 16:44,05-04-2025 17:32,6,15.91,175,31,3,34.84,7.56
5139,24-04-2025 17:28,24-04-2025 17:51,5,13.21,249,33,3,29.35,5.18
5140,29-04-2025 20:01,29-04-2025 21:00,5,19.62,134,213,3,42.38,1.17
5141,13-04-2025 10:43,13-04-2025 11:22,3,11.25,178,145,3,25.37,7.08
5142,12-04-2025 23:36,13-04-2025 00:10,5,7.3,228,99,3,17.34,8.15
5143,27-04-2025 08:01,27-04-2025 08:33,4,14.36,63,180,3,31.69,8.52
5144,25-04-2025 18:34,25-04-2025 19:15,6,17.05,258,135,3,37.15,5.82
5145,26-04-2025 22:46,26-04-2025 23:37,2,4.71,144,190,3,12.07,6.17
5146,08-04-2025 21:53,08-04-2025 22:34,6,16.92,52,30,3,36.89,7.09
5147,18-04-2025 03:24,18-04-2025 04:18,1,9.92,99,82,3,22.66,8.74
5148,30-04-2025 17:59,30-04-2025 18:37,6,12.08,45,57,3,27.05,0.45
5149,18-04-2025 05:26,18-04-2025 05:47,3,8.74,42,174,3,20.26,5.63
5150,17-04-2025 15:00,17-04-2025 15:15,5,27.98,57,208,3,59.37,3.69
5151,27-04-2025 17:54,27-04-2025 18:23,5,20.66,33,183,3,44.49,8.33
5152,30-04-2025 17:37,30-04-2025 18:11,6,8.24,114,235,3,19.25,1.34
5153,04-04-2025 13:01,04-04-2025 13:53,2,19.53,114,107,3,42.2,9.1
5154,24-04-2025 12:20,24-04-2025 12:40,2,25.53,56,186,3,54.39,1.24
5155,12-04-2025 10:47,12-04-2025 11:00,3,12.35,44,132,3,27.6,0.89
5156,18-04-2025 03:03,18-04-2025 03:08,1,24.98,212,171,3,53.27,3.46
5157,11-04-2025 03:27,11-04-2025 03:49,6,5.06,34,24,3,12.78,9.95
5158,24-04-2025 12:00,24-04-2025 12:56,5,24.77,196,261,3,52.85,6.34
5159,19-04-2025 11:17,19-04-2025 12:05,6,16.44,125,196,3,35.91,0.26
5160,17-04-2025 01:27,17-04-2025 01:49,3,7.08,79,99,3,16.89,2.49
5161,16-04-2025 16:52,16-04-2025 17:02,4,12.51,255,101,3,27.93,1.49
5162,23-04-2025 03:46,23-04-2025 04:06,4,29.65,145,120,3,62.76,0.01
5163,22-04-2025 22:35,22-04-2025 23:29,3,23.61,83,203,3,50.49,5.15
5164,28-04-2025 11:57,28-04-2025 12:36,5,17.47,230,90,3,38.01,3.81
5165,01-04-2025 07:12,01-04-2025 07:35,3,3.9,137,195,3,10.43,6.13
5166,23-04-2025 20:08,23-04-2025 20:34,5,12.83,27,177,3,28.58,2.16
5167,07-04-2025 07:47,07-04-2025 08:28,2,8.26,177,115,3,19.29,8.31
5168,21-04-2025 00:29,21-04-2025 00:59,3,2.59,207,32,3,7.76,3.83
5169,08-04-2025 12:53,08-04-2025 13:00,5,16.5,213,215,3,36.04,4.83
5170,11-04-2025 11:12,11-04-2025 11:56,3,26.73,37,243,3,56.83,7.32
5171,04-04-2025 12:12,04-04-2025 12:34,3,20.43,179,70,3,44.02,1.66
5172,24-04-2025 10:00,24-04-2025 10:28,5,7.87,160,71,3,18.5,2.62
5173,30-04-2025 06:50,30-04-2025 07:12,5,17.42,12,111,3,37.91,1.55
5174,13-04-2025 18:43,13-04-2025 19:30,1,28.33,169,158,3,60.08,7.68
5175,10-04-2025 15:01,10-04-2025 15:22,3,21.83,80,37,3,46.87,0.98
5176,07-04-2025 20:06,07-04-2025 21:01,4,20.84,14,35,3,44.86,4.89
5177,09-04-2025 12:09,09-04-2025 12:55,3,29.06,54,59,3,61.57,7.5
5178,08-04-2025 03:52,08-04-2025 04:48,3,24.07,254,207,3,51.42,5.08
5179,17-04-2025 11:38,17-04-2025 12:32,5,4.53,65,66,3,11.71,5.09
5180,28-04-2025 09:34,28-04-2025 10:17,3,10.76,58,262,3,24.37,0.64
5181,06-04-2025 09:14,06-04-2025 09:19,6,28.97,96,233,3,61.38,7.83
5182,11-04-2025 11:35,11-04-2025 11:47,3,14.95,21,157,3,32.89,6.04
5183,19-04-2025 20:52,19-04-2025 21:16,6,3.79,260,106,3,10.2,6.68
5184,16-04-2025 00:41,16-04-2025 01:22,4,14.03,73,154,3,31.02,7.66
5185,06-04-2025 03:47,06-04-2025 04:34,5,21.06,248,18,3,45.31,5.61
5186,22-04-2025 21:56,22-04-2025 22:21,3,29.93,127,260,3,63.33,5.09
5187,22-04-2025 18:59,22-04-2025 19:57,6,10.06,46,119,3,22.95,6.63
5188,22-04-2025 19:13,22-04-2025 19:34,6,15.67,128,102,3,34.35,9
5189,10-04-2025 14:08,10-04-2025 15:07,6,26.45,30,25,3,56.26,6.38
5190,27-04-2025 21:18,27-04-2025 21:34,2,10.98,94,180,3,24.82,7.88
5191,08-04-2025 08:07,08-04-2025 08:40,1,3.72,224,162,3,10.06,4.8
5192,30-04-2025 10:58,30-04-2025 11:32,4,28.49,100,215,3,60.41,5.9
5193,19-04-2025 16:48,19-04-2025 16:54,3,14.91,71,124,3,32.81,1.8
5194,02-04-2025 00:31,02-04-2025 01:04,2,15.33,81,156,3,33.66,4.89
5195,12-04-2025 02:09,12-04-2025 02:14,3,18.83,108,193,3,40.77,1.49
5196,02-04-2025 23:07,02-04-2025 23:41,3,0.6,102,53,3,3.72,4.67
5197,06-04-2025 19:41,06-04-2025 19:48,5,27.97,91,170,3,59.35,0.65
5198,27-04-2025 02:24,27-04-2025 02:51,5,11.16,16,98,3,25.18,5.76
5199,27-04-2025 23:00,27-04-2025 23:35,5,12.21,110,147,3,27.32,2.87
5200,08-04-2025 07:59,08-04-2025 08:44,2,5.64,263,30,3,13.96,8.42
5201,07-04-2025 03:09,07-04-2025 04:08,3,11.66,160,74,3,26.2,3.76
5202,29-04-2025 15:37,29-04-2025 16:17,1,24.22,253,172,3,51.73,9.18
5203,24-04-2025 07:56,24-04-2025 08:14,4,24.1,89,84,3,51.48,4.73
5204,02-04-2025 18:48,02-04-2025 19:19,5,28.11,95,73,3,59.63,8.49
5205,27-04-2025 01:04,27-04-2025 01:12,5,12.4,247,232,3,27.7,2.97
5206,07-04-2025 16:24,07-04-2025 17:06,3,21.41,206,127,3,46.02,4.52
5207,03-04-2025 13:04,03-04-2025 13:14,3,15.46,248,85,3,33.92,6.34
5208,08-04-2025 13:41,08-04-2025 14:03,2,24.22,67,254,3,51.73,2.59
5209,12-04-2025 18:05,12-04-2025 18:49,2,21.52,46,152,3,46.24,6.57
5210,09-04-2025 04:38,09-04-2025 05:18,5,11.35,43,7,3,25.57,2.89
5211,24-04-2025 12:18,24-04-2025 12:43,3,10.43,229,136,3,23.7,4.84
5212,19-04-2025 10:51,19-04-2025 11:00,1,7.95,234,184,3,18.66,0.23
5213,28-04-2025 06:39,28-04-2025 07:12,4,17.51,199,227,3,38.09,0.78
5214,26-04-2025 15:36,26-04-2025 15:52,3,28.93,32,244,3,61.3,2.27
5215,30-04-2025 00:27,30-04-2025 00:48,3,6.4,113,251,3,15.51,8.06
5216,01-04-2025 20:20,01-04-2025 21:14,6,3.31,146,170,3,9.23,6.6
5217,13-04-2025 21:36,13-04-2025 22:31,2,4.02,6,54,3,10.67,8.93
5218,04-04-2025 21:39,04-04-2025 22:01,4,23.6,108,132,3,50.47,9.05
5219,10-04-2025 20:34,10-04-2025 20:55,5,10.83,260,94,3,24.51,3.75
5220,21-04-2025 10:38,21-04-2025 11:38,3,7.12,71,46,3,16.97,3.68
5221,28-04-2025 14:29,28-04-2025 15:05,5,10.91,162,99,3,24.68,8.36
5222,22-04-2025 10:54,22-04-2025 11:07,3,19.54,100,234,3,42.22,4.26
5223,22-04-2025 22:06,22-04-2025 22:25,5,16.63,33,37,3,36.3,8.57
5224,08-04-2025 18:18,08-04-2025 19:03,4,22.44,143,75,3,48.11,5.06
5225,10-04-2025 23:36,10-04-2025 23:52,2,10.5,244,58,3,23.84,4.25
5226,19-04-2025 16:40,19-04-2025 16:54,4,13.83,224,19,3,30.61,2.79
5227,28-04-2025 08:16,28-04-2025 09:16,6,3.51,214,188,3,9.63,1.26
5228,07-04-2025 11:52,07-04-2025 12:36,1,2.66,120,139,3,7.91,5.26
5229,27-04-2025 12:24,27-04-2025 13:10,2,14.14,168,143,3,31.24,3.25
5230,09-04-2025 06:39,09-04-2025 06:47,4,9.4,217,108,3,21.61,2.49
5231,29-04-2025 08:42,29-04-2025 09:01,6,18.58,217,221,3,40.26,1.7
5232,24-04-2025 05:56,24-04-2025 06:08,1,1.77,54,145,3,6.1,3.89
5233,13-04-2025 00:55,13-04-2025 01:41,6,4.09,208,5,3,10.81,5.56
5234,08-04-2025 15:11,08-04-2025 15:18,3,26.02,80,56,3,55.39,8.37
5235,16-04-2025 14:17,16-04-2025 14:33,3,17.21,151,255,3,37.48,8.2
5236,21-04-2025 15:18,21-04-2025 16:06,5,21.51,55,222,3,46.22,8.55
5237,28-04-2025 03:34,28-04-2025 04:11,2,25.34,5,48,3,54,5.76
5238,27-04-2025 21:05,27-04-2025 22:05,3,14.18,35,163,3,31.32,5.6
5239,04-04-2025 03:11,04-04-2025 03:44,6,22.95,119,236,3,49.15,9.05
5240,11-04-2025 11:01,11-04-2025 11:43,2,15.98,197,248,3,34.98,2.89
5241,18-04-2025 05:06,18-04-2025 05:31,3,7.07,54,100,3,16.87,1.45
5242,18-04-2025 13:01,18-04-2025 13:08,5,10.46,259,21,3,23.76,0.83
5243,07-04-2025 00:24,07-04-2025 01:04,4,14.97,262,102,3,32.93,8.81
5244,05-04-2025 22:35,05-04-2025 23:25,5,9.85,2,5,3,22.52,3.72
5245,01-04-2025 18:05,01-04-2025 18:24,1,10.4,82,197,3,23.64,4.99
5246,10-04-2025 05:01,10-04-2025 05:09,3,10.45,5,149,3,23.74,8.03
5247,24-04-2025 18:56,24-04-2025 19:46,1,4.12,174,211,3,10.87,3.73
5248,23-04-2025 22:53,23-04-2025 23:14,1,3,139,160,3,8.6,8.68
5249,20-04-2025 02:31,20-04-2025 02:52,6,1.87,193,146,3,6.3,3.22
5250,07-04-2025 19:21,07-04-2025 19:27,2,3.77,138,58,3,10.16,7.32
5251,28-04-2025 13:22,28-04-2025 14:10,6,10.64,116,240,3,24.13,6.67
5252,05-04-2025 09:11,05-04-2025 10:10,3,18.02,44,79,3,39.13,2.01
5253,09-04-2025 01:47,09-04-2025 02:46,1,6.05,219,152,3,14.8,1.24
5254,22-04-2025 15:46,22-04-2025 16:45,4,26.7,56,5,3,56.77,1.12
5255,28-04-2025 23:28,28-04-2025 23:55,1,24.35,242,181,3,51.99,6.51
5256,28-04-2025 07:09,28-04-2025 07:48,4,15.86,258,201,3,34.74,0.13
5257,02-04-2025 18:38,02-04-2025 19:28,6,21.86,1,133,3,46.93,6.61
5258,25-04-2025 04:27,25-04-2025 04:34,6,11.31,103,122,3,25.49,7.82
5259,23-04-2025 21:46,23-04-2025 22:29,2,1.58,149,169,3,5.71,3.03
5260,06-04-2025 08:21,06-04-2025 08:41,1,27.18,84,98,3,57.74,7.46
5261,05-04-2025 05:47,05-04-2025 06:14,5,4.27,26,19,3,11.18,1.65
5262,22-04-2025 22:44,22-04-2025 22:55,6,28.46,175,132,3,60.35,9.6
5263,06-04-2025 22:21,06-04-2025 22:30,6,17.37,223,96,3,37.81,2.32
5264,28-04-2025 11:09,28-04-2025 11:46,2,9.51,129,210,3,21.83,4.88
5265,25-04-2025 13:02,25-04-2025 13:35,4,15.12,142,5,3,33.23,9.8
5266,01-04-2025 01:18,01-04-2025 01:30,2,15.3,135,128,3,33.6,9.07
5267,30-04-2025 13:08,30-04-2025 13:45,1,1.19,55,54,3,4.92,6.59
5268,20-04-2025 15:18,20-04-2025 15:27,3,10.99,56,198,3,24.84,3.69
5269,24-04-2025 18:12,24-04-2025 18:32,3,22.33,76,206,3,47.89,7
5270,20-04-2025 03:29,20-04-2025 03:47,4,15.55,132,180,3,34.11,4.6
5271,17-04-2025 20:33,17-04-2025 20:58,6,7.7,42,241,3,18.15,1.09
5272,02-04-2025 23:26,03-04-2025 00:07,4,10.39,110,138,3,23.62,7.96
5273,25-04-2025 02:42,25-04-2025 03:10,6,25.96,70,23,3,55.26,8.72
5274,20-04-2025 12:32,20-04-2025 13:30,6,16,126,120,3,35.02,4.08
5275,11-04-2025 10:39,11-04-2025 11:36,3,16.09,179,115,3,35.2,6.66
5276,22-04-2025 22:36,22-04-2025 23:24,4,28.86,197,82,3,61.16,0.3
5277,18-04-2025 08:24,18-04-2025 08:55,2,9.97,261,196,3,22.76,1.97
5278,16-04-2025 22:51,16-04-2025 23:00,6,14.65,101,180,3,32.28,5.7
5279,27-04-2025 19:23,27-04-2025 20:09,5,24.45,61,175,3,52.2,2.74
5280,27-04-2025 05:16,27-04-2025 05:48,5,22.89,183,198,3,49.02,9.44
5281,05-04-2025 10:43,05-04-2025 11:06,2,8.34,9,26,3,19.45,8.37
5282,20-04-2025 08:44,20-04-2025 08:58,5,4.96,206,99,3,12.58,6.55
5283,07-04-2025 02:14,07-04-2025 02:20,1,21.17,54,233,3,45.53,9.99
5284,12-04-2025 14:00,12-04-2025 14:25,6,8.1,180,191,3,18.96,2.43
5285,22-04-2025 17:09,22-04-2025 17:52,2,27.72,104,66,3,58.84,9.19
5286,11-04-2025 13:57,11-04-2025 14:52,4,4.31,126,246,3,11.26,3.05
5287,04-04-2025 19:33,04-04-2025 20:01,6,9.89,34,104,3,22.6,5.97
